Player_Record_ID,Match_ID,Player_ID,Player_Name,Team,Position,Age,Minutes_Played,Goals,Assists,Pass_Accuracy,Tackles,Interceptions,Saves,Rating
PR844,M027,P844,Player_844,Croatia,MF,39,104,0,0,54,3,3,0,4.5
PR845,M027,P845,Player_845,Croatia,DF,22,37,0,0,54,1,1,0,5.7
PR846,M027,P846,Player_846,Croatia,MF,32,20,0,0,63,8,5,0,4.1
PR847,M027,P847,Player_847,Croatia,DF,38,70,0,0,58,7,2,0,6.5
PR848,M027,P848,Player_848,Croatia,MF,17,38,0,1,62,1,0,0,9.2
PR849,M027,P849,Player_849,South Africa,DF,33,83,0,0,71,6,4,0,6.1
PR850,M027,P850,Player_850,South Africa,MF,27,63,0,0,87,8,6,0,7.3
PR851,M027,P851,Player_851,South Africa,MF,35,17,0,0,69,2,6,0,5.6
PR852,M027,P852,Player_852,South Africa,MF,26,99,0,0,53,2,2,0,5.7
PR853,M027,P853,Player_853,South Africa,FW,36,119,0,0,60,8,2,0,5.1
PR854,M027,P854,Player_854,South Africa,DF,39,89,0,0,92,2,1,0,5.4
PR855,M027,P855,Player_855,South Africa,GK,27,74,0,0,58,7,2,5,5.1
PR856,M027,P856,Player_856,South Africa,MF,18,86,0,0,70,5,1,0,6.2
PR857,M027,P857,Player_857,South Africa,MF,22,69,1,0,69,1,0,0,6.4
PR858,M027,P858,Player_858,South Africa,MF,21,59,0,0,70,2,0,0,9.8
PR859,M027,P859,Player_859,South Africa,MF,33,43,1,0,91,4,3,0,9.4
PR860,M027,P860,Player_860,South Africa,FW,35,86,1,1,59,7,2,0,8.1
PR861,M027,P861,Player_861,South Africa,MF,18,18,0,1,93,8,0,0,5.8
PR862,M027,P862,Player_862,South Africa,DF,24,58,0,0,72,1,2,0,4.3
PR863,M027,P863,Player_863,South Africa,MF,35,68,0,0,64,4,1,0,4.1
PR864,M027,P864,Player_864,South Africa,MF,31,87,0,0,92,1,4,0,6.4
PR865,M028,P865,Player_865,Jamaica,MF,36,78,1,0,82,0,5,0,6.2
PR866,M028,P866,Player_866,Jamaica,DF,30,48,0,1,74,5,0,0,5.7
PR867,M028,P867,Player_867,Jamaica,DF,31,112,1,1,85,1,1,0,8.4
PR868,M028,P868,Player_868,Jamaica,DF,30,103,0,1,78,4,1,0,8.8
PR869,M028,P869,Player_869,Jamaica,FW,30,94,0,0,76,2,6,0,7.5
PR870,M028,P870,Player_870,Jamaica,GK,23,39,0,0,80,8,2,1,9.6
PR871,M028,P871,Player_871,Jamaica,MF,29,12,0,0,50,6,5,0,9.5
PR872,M028,P872,Player_872,Jamaica,DF,34,60,0,0,95,2,1,0,5.1
PR873,M028,P873,Player_873,Jamaica,DF,34,63,0,0,52,4,6,0,7.5
PR874,M028,P874,Player_874,Jamaica,MF,40,60,0,0,64,0,6,0,4.0
PR875,M028,P875,Player_875,Jamaica,DF,37,107,0,0,90,7,0,0,7.9
PR876,M028,P876,Player_876,Jamaica,FW,30,23,1,0,81,3,0,0,4.7
PR877,M028,P877,Player_877,Jamaica,DF,19,77,0,0,97,5,4,0,6.9
PR878,M028,P878,Player_878,Jamaica,DF,25,81,0,0,93,7,5,0,8.9
PR879,M028,P879,Player_879,Jamaica,DF,40,74,0,0,51,4,1,0,7.5
PR880,M028,P880,Player_880,Jamaica,DF,31,113,0,0,94,2,2,0,5.0
PR881,M028,P881,Player_881,Mexico,DF,30,82,0,0,72,0,2,0,5.7
PR882,M028,P882,Player_882,Mexico,MF,19,66,0,0,62,2,6,0,4.6
PR883,M028,P883,Player_883,Mexico,MF,34,42,0,1,70,4,2,0,8.1
PR884,M028,P884,Player_884,Mexico,MF,20,69,1,0,87,5,6,0,4.9
PR885,M028,P885,Player_885,Mexico,DF,26,48,0,0,81,6,2,0,9.5
PR886,M028,P886,Player_886,Mexico,DF,23,20,0,0,82,3,6,0,5.1
PR887,M028,P887,Player_887,Mexico,FW,36,89,0,1,83,8,5,0,7.3
PR888,M028,P888,Player_888,Mexico,MF,20,54,0,0,79,1,0,0,8.9
PR889,M028,P889,Player_889,Mexico,FW,32,45,0,0,69,5,1,0,8.9
PR890,M028,P890,Player_890,Mexico,FW,36,67,0,0,98,5,1,0,8.3
PR891,M028,P891,Player_891,Mexico,GK,20,29,0,0,58,2,5,3,5.8
PR892,M028,P892,Player_892,Mexico,DF,19,55,0,1,94,1,0,0,4.1
PR893,M028,P893,Player_893,Mexico,MF,30,6,0,0,62,1,0,0,8.8
PR894,M028,P894,Player_894,Mexico,MF,18,61,0,0,57,4,0,0,4.4
PR895,M028,P895,Player_895,Mexico,MF,20,101,0,0,57,3,4,0,9.4
PR896,M028,P896,Player_896,Mexico,DF,28,4,0,0,55,2,6,0,8.5
PR897,M029,P897,Player_897,Italy,DF,35,45,1,0,72,2,6,0,7.0
PR898,M029,P898,Player_898,Italy,MF,24,65,0,0,86,1,0,0,8.9
PR899,M029,P899,Player_899,Italy,MF,33,28,0,0,95,3,2,0,5.0
PR900,M029,P900,Player_900,Italy,MF,17,93,0,0,56,3,4,0,9.1
PR901,M029,P901,Player_901,Italy,MF,39,76,0,1,61,7,5,0,9.7
PR902,M029,P902,Player_902,Italy,DF,28,49,0,0,77,3,4,0,5.4
PR903,M029,P903,Player_903,Italy,DF,27,16,0,0,79,1,4,0,4.8
PR904,M029,P904,Player_904,Italy,MF,39,37,0,0,85,0,0,0,6.0
PR905,M029,P905,Player_905,Italy,DF,26,59,0,0,88,4,5,0,9.9
PR906,M029,P906,Player_906,Italy,DF,34,53,0,0,68,6,1,0,9.1
PR907,M029,P907,Player_907,Italy,FW,32,87,0,0,73,2,0,0,10.0
PR908,M029,P908,Player_908,Italy,MF,20,51,0,1,78,8,5,0,8.1
PR909,M029,P909,Player_909,Italy,DF,29,52,0,0,94,1,5,0,9.6
PR910,M029,P910,Player_910,Italy,FW,19,47,0,0,62,5,1,0,7.6
PR911,M029,P911,Player_911,Italy,FW,20,30,0,0,77,7,2,0,8.6
PR912,M029,P912,Player_912,Italy,MF,35,35,0,0,98,6,2,0,6.9
PR913,M029,P913,Player_913,South Korea,MF,29,63,0,0,82,4,1,0,8.6
PR914,M029,P914,Player_914,South Korea,DF,25,63,0,0,81,3,5,0,9.7
PR915,M029,P915,Player_915,South Korea,GK,40,7,0,0,54,7,5,0,9.8
PR916,M029,P916,Player_916,South Korea,DF,38,42,0,0,59,4,4,0,7.7
PR917,M029,P917,Player_917,South Korea,MF,38,97,0,0,83,7,6,0,6.8
PR918,M029,P918,Player_918,South Korea,DF,32,63,0,0,82,4,4,0,6.1
PR919,M029,P919,Player_919,South Korea,FW,34,3,1,0,98,0,3,0,9.3
PR920,M029,P920,Player_920,South Korea,DF,31,41,0,0,74,7,3,0,4.2
PR921,M029,P921,Player_921,South Korea,DF,38,111,0,0,69,2,3,0,6.6
PR922,M029,P922,Player_922,South Korea,DF,29,63,0,1,98,1,4,0,8.1
PR923,M029,P923,Player_923,South Korea,MF,38,70,0,0,86,7,3,0,7.4
PR924,M029,P924,Player_924,South Korea,DF,18,51,0,0,66,7,4,0,9.8
PR925,M029,P925,Player_925,South Korea,MF,28,99,0,0,68,5,0,0,4.2
PR926,M029,P926,Player_926,South Korea,GK,28,45,0,0,97,0,6,10,6.0
PR927,M029,P927,Player_927,South Korea,DF,28,46,0,0,76,5,0,0,8.0
PR928,M029,P928,Player_928,South Korea,DF,37,40,0,1,87,1,5,0,4.4
PR929,M030,P929,Player_929,South Korea,DF,27,22,0,1,51,8,2,0,4.2
PR930,M030,P930,Player_930,South Korea,MF,30,73,0,0,82,6,2,0,4.1
PR931,M030,P931,Player_931,South Korea,MF,17,41,0,0,74,6,2,0,7.4
PR932,M030,P932,Player_932,South Korea,MF,20,89,0,0,93,3,2,0,7.0
PR933,M030,P933,Player_933,South Korea,MF,38,44,0,0,60,4,2,0,9.8
PR934,M030,P934,Player_934,South Korea,DF,37,109,0,0,54,8,1,0,5.7
PR935,M030,P935,Player_935,South Korea,GK,35,52,1,0,64,1,5,9,4.6
PR936,M030,P936,Player_936,South Korea,DF,19,73,0,0,83,7,3,0,5.3
PR937,M030,P937,Player_937,South Korea,MF,37,106,0,0,69,8,6,0,5.8
PR938,M030,P938,Player_938,South Korea,MF,27,26,0,0,76,6,2,0,7.7
PR939,M030,P939,Player_939,South Korea,DF,34,24,0,0,51,8,6,0,5.1
PR940,M030,P940,Player_940,South Korea,MF,38,106,0,1,97,7,2,0,9.6
PR941,M030,P941,Player_941,South Korea,MF,36,110,0,0,77,0,4,0,5.2
PR942,M030,P942,Player_942,South Korea,MF,24,20,0,0,97,4,6,0,6.6
PR943,M030,P943,Player_943,South Korea,DF,19,82,1,0,63,6,2,0,8.9
PR944,M030,P944,Player_944,South Korea,MF,25,88,0,0,88,3,3,0,5.4
PR945,M030,P945,Player_945,France,DF,17,32,0,0,69,7,3,0,7.4
PR946,M030,P946,Player_946,France,DF,37,116,0,0,52,3,1,0,5.6
PR947,M030,P947,Player_947,France,GK,25,85,0,1,85,2,5,0,9.8
PR948,M030,P948,Player_948,France,MF,17,8,0,0,55,5,4,0,5.8
PR949,M030,P949,Player_949,France,GK,30,115,0,0,73,1,3,2,5.4
PR950,M030,P950,Player_950,France,MF,33,120,1,0,57,8,5,0,9.0
PR951,M030,P951,Player_951,France,FW,33,33,0,0,81,1,1,0,7.6
PR952,M030,P952,Player_952,France,MF,27,43,0,0,87,6,6,0,8.5
PR953,M030,P953,Player_953,France,DF,30,28,0,0,59,1,1,0,5.3
PR954,M030,P954,Player_954,France,DF,30,33,0,0,87,0,3,0,7.2
PR955,M030,P955,Player_955,France,MF,20,41,0,1,84,6,3,0,8.1
PR956,M030,P956,Player_956,France,FW,21,47,0,0,80,5,6,0,5.8
PR957,M030,P957,Player_957,France,MF,36,5,0,0,97,0,5,0,9.5
PR958,M030,P958,Player_958,France,MF,25,71,0,1,74,4,5,0,9.8
PR959,M030,P959,Player_959,France,DF,38,16,0,0,84,3,6,0,6.7
PR960,M030,P960,Player_960,France,GK,29,119,0,0,66,4,0,3,5.8
PR961,M031,P961,Player_961,Tunisia,FW,22,118,0,0,78,5,6,0,8.6
PR962,M031,P962,Player_962,Tunisia,DF,18,36,0,0,55,7,3,0,8.4
PR963,M031,P963,Player_963,Tunisia,FW,27,92,0,0,77,1,6,0,5.0
PR964,M031,P964,Player_964,Tunisia,DF,19,46,0,0,76,8,5,0,6.0
PR965,M031,P965,Player_965,Tunisia,MF,18,83,0,0,91,2,5,0,6.7
PR966,M031,P966,Player_966,Tunisia,MF,17,52,0,0,62,4,2,0,7.5
PR967,M031,P967,Player_967,Tunisia,DF,24,67,0,0,95,2,6,0,7.6
PR968,M031,P968,Player_968,Tunisia,DF,27,58,0,0,80,2,2,0,5.0
PR969,M031,P969,Player_969,Tunisia,MF,27,103,0,0,68,3,0,0,6.5
PR970,M031,P970,Player_970,Tunisia,DF,29,107,0,0,86,3,0,0,9.7
PR971,M031,P971,Player_971,Tunisia,FW,37,79,0,0,90,3,0,0,9.8
PR972,M031,P972,Player_972,Tunisia,DF,39,110,0,0,60,0,3,0,7.7
PR973,M031,P973,Player_973,Tunisia,MF,21,12,0,0,73,2,4,0,4.7
PR974,M031,P974,Player_974,Tunisia,MF,30,99,0,0,79,7,0,0,5.3
PR975,M031,P975,Player_975,Tunisia,DF,25,37,0,0,97,7,3,0,4.8
PR976,M031,P976,Player_976,Tunisia,FW,36,28,0,0,68,3,3,0,5.1
PR977,M031,P977,Player_977,Senegal,MF,17,38,0,0,66,3,4,0,6.7
PR978,M031,P978,Player_978,Senegal,DF,35,88,0,0,91,7,0,0,4.1
PR979,M031,P979,Player_979,Senegal,DF,27,89,1,0,75,3,5,0,6.3
PR980,M031,P980,Player_980,Senegal,DF,36,33,0,0,54,1,4,0,4.4
PR981,M031,P981,Player_981,Senegal,DF,24,61,0,0,72,0,0,0,5.5
PR982,M031,P982,Player_982,Senegal,MF,26,51,0,0,92,5,1,0,9.8
PR983,M031,P983,Player_983,Senegal,MF,35,23,0,0,66,2,4,0,7.0
PR984,M031,P984,Player_984,Senegal,DF,31,17,0,1,55,5,5,0,7.2
PR985,M031,P985,Player_985,Senegal,DF,20,41,0,0,52,2,3,0,9.2
PR986,M031,P986,Player_986,Senegal,FW,40,47,0,1,77,4,2,0,7.7
PR987,M031,P987,Player_987,Senegal,MF,25,67,0,0,70,6,1,0,5.9
PR988,M031,P988,Player_988,Senegal,FW,21,72,0,0,92,7,0,0,5.1
PR989,M031,P989,Player_989,Senegal,GK,22,5,0,0,80,4,1,7,6.6
PR990,M031,P990,Player_990,Senegal,FW,32,6,0,0,78,5,5,0,7.4
PR991,M031,P991,Player_991,Senegal,MF,20,109,0,0,96,2,0,0,6.1
PR992,M031,P992,Player_992,Senegal,DF,26,24,0,0,60,8,6,0,5.6
PR993,M032,P993,Player_993,Poland,FW,35,28,0,1,87,0,4,0,8.6
PR994,M032,P994,Player_994,Poland,DF,19,32,0,0,81,1,2,0,4.2
PR995,M032,P995,Player_995,Poland,MF,38,16,0,1,75,5,4,0,9.6
PR996,M032,P996,Player_996,Poland,DF,27,20,0,0,51,1,3,0,9.0
PR997,M032,P997,Player_997,Poland,MF,31,81,0,0,67,0,2,0,9.8
PR998,M032,P998,Player_998,Poland,MF,31,42,0,0,96,2,1,0,9.2
PR999,M032,P999,Player_999,Poland,MF,26,42,0,1,53,1,4,0,9.7
PR1000,M032,P1000,Player_1000,Poland,DF,29,33,0,0,61,3,6,0,9.2
PR1001,M032,P1001,Player_1001,Poland,GK,23,21,0,0,74,6,2,10,8.5
PR1002,M032,P1002,Player_1002,Poland,MF,20,39,0,0,81,6,5,0,8.8
PR1003,M032,P1003,Player_1003,Poland,DF,38,78,0,0,58,5,5,0,4.6
PR1004,M032,P1004,Player_1004,Poland,DF,23,63,1,0,78,6,3,0,5.6
PR1005,M032,P1005,Player_1005,Poland,MF,19,97,0,1,77,5,4,0,5.1
PR1006,M032,P1006,Player_1006,Poland,MF,19,6,0,0,82,5,3,0,8.1
PR1007,M032,P1007,Player_1007,Poland,MF,39,20,0,0,81,8,5,0,7.9
PR1008,M032,P1008,Player_1008,Poland,GK,31,56,0,0,55,7,2,2,9.9
PR1009,M032,P1009,Player_1009,Peru,MF,26,108,0,0,65,8,3,0,5.8
PR1010,M032,P1010,Player_1010,Peru,GK,19,118,0,0,52,8,0,8,6.5
PR1011,M032,P1011,Player_1011,Peru,DF,38,93,0,1,86,4,2,0,5.5
PR1012,M032,P1012,Player_1012,Peru,GK,33,3,0,0,57,7,1,2,9.1
PR1013,M032,P1013,Player_1013,Peru,GK,30,113,0,0,95,4,2,9,8.3
PR1014,M032,P1014,Player_1014,Peru,MF,31,80,1,0,66,5,6,0,8.9
PR1015,M032,P1015,Player_1015,Peru,DF,19,96,0,0,88,4,6,0,8.0
PR1016,M032,P1016,Player_1016,Peru,DF,17,1,0,0,75,1,0,0,5.0
PR1017,M032,P1017,Player_1017,Peru,MF,39,52,0,0,92,7,2,0,7.7
PR1018,M032,P1018,Player_1018,Peru,FW,28,89,0,0,93,6,6,0,5.8
PR1019,M032,P1019,Player_1019,Peru,DF,17,25,0,0,57,0,5,0,9.8
PR1020,M032,P1020,Player_1020,Peru,FW,23,62,0,0,91,2,5,0,5.5
PR1021,M032,P1021,Player_1021,Peru,FW,34,25,0,0,55,4,6,0,6.8
PR1022,M032,P1022,Player_1022,Peru,MF,17,15,0,0,60,2,5,0,8.2
PR1023,M032,P1023,Player_1023,Peru,FW,32,3,0,0,78,3,1,0,5.8
PR1024,M032,P1024,Player_1024,Peru,FW,29,7,0,0,71,0,0,0,7.8
PR1025,M033,P1025,Player_1025,Venezuela,MF,30,109,0,0,81,8,2,0,4.2
PR1026,M033,P1026,Player_1026,Venezuela,DF,33,76,0,0,96,7,1,0,8.3
PR1027,M033,P1027,Player_1027,Venezuela,MF,30,74,0,0,70,8,0,0,5.6
PR1028,M033,P1028,Player_1028,Venezuela,MF,32,15,0,0,81,5,3,0,8.2
PR1029,M033,P1029,Player_1029,Venezuela,GK,26,93,0,0,62,7,2,7,5.4
PR1030,M033,P1030,Player_1030,Venezuela,DF,38,44,1,0,88,7,1,0,9.3
PR1031,M033,P1031,Player_1031,Venezuela,MF,29,54,0,0,93,5,6,0,6.8
PR1032,M033,P1032,Player_1032,Venezuela,FW,22,80,1,0,63,4,5,0,8.5
PR1033,M033,P1033,Player_1033,Venezuela,MF,21,23,0,0,62,2,4,0,7.0
PR1034,M033,P1034,Player_1034,Venezuela,MF,32,39,0,0,65,3,4,0,4.3
PR1035,M033,P1035,Player_1035,Venezuela,GK,25,46,0,0,93,2,1,8,4.2
PR1036,M033,P1036,Player_1036,Venezuela,GK,30,15,0,1,89,3,0,8,5.3
PR1037,M033,P1037,Player_1037,Venezuela,DF,27,101,0,0,72,0,6,0,9.3
PR1038,M033,P1038,Player_1038,Venezuela,DF,21,110,0,0,94,8,4,0,8.0
PR1039,M033,P1039,Player_1039,Venezuela,MF,31,103,0,0,79,1,0,0,8.7
PR1040,M033,P1040,Player_1040,Venezuela,MF,20,106,0,0,85,0,4,0,4.6
PR1041,M033,P1041,Player_1041,Croatia,MF,23,117,0,0,73,2,5,0,5.8
PR1042,M033,P1042,Player_1042,Croatia,DF,33,64,0,0,96,1,1,0,7.9
PR1043,M033,P1043,Player_1043,Croatia,DF,21,16,0,0,62,7,3,0,8.6
PR1044,M033,P1044,Player_1044,Croatia,GK,32,44,1,0,68,8,1,1,5.6
PR1045,M033,P1045,Player_1045,Croatia,MF,30,47,0,0,90,3,1,0,8.5
PR1046,M033,P1046,Player_1046,Croatia,MF,24,18,0,0,77,6,3,0,9.4
PR1047,M033,P1047,Player_1047,Croatia,FW,33,102,0,0,93,5,0,0,6.7
PR1048,M033,P1048,Player_1048,Croatia,MF,39,104,0,0,83,1,0,0,6.0
PR1049,M033,P1049,Player_1049,Croatia,DF,22,56,1,0,53,6,6,0,4.2
PR1050,M033,P1050,Player_1050,Croatia,FW,21,116,0,0,86,0,5,0,9.9
PR1051,M033,P1051,Player_1051,Croatia,MF,33,38,0,0,76,6,5,0,8.2
PR1052,M033,P1052,Player_1052,Croatia,FW,40,96,0,0,70,5,0,0,9.0
PR1053,M033,P1053,Player_1053,Croatia,FW,36,118,0,0,59,6,3,0,7.9
PR1054,M033,P1054,Player_1054,Croatia,FW,36,101,0,0,89,7,5,0,6.1
PR1055,M033,P1055,Player_1055,Croatia,MF,37,52,0,0,62,4,0,0,4.2
PR1056,M033,P1056,Player_1056,Croatia,DF,40,93,0,0,97,2,4,0,10.0
PR1057,M034,P1057,Player_1057,Japan,DF,19,66,0,0,85,4,4,0,6.0
PR1058,M034,P1058,Player_1058,Japan,MF,17,4,0,0,84,4,1,0,9.0
PR1059,M034,P1059,Player_1059,Japan,DF,30,65,0,0,57,0,6,0,6.2
PR1060,M034,P1060,Player_1060,Japan,MF,28,16,0,0,53,1,3,0,5.8
PR1061,M034,P1061,Player_1061,Japan,MF,31,44,0,1,65,8,6,0,7.6
PR1062,M034,P1062,Player_1062,Japan,DF,26,86,1,0,95,2,5,0,6.3
PR1063,M034,P1063,Player_1063,Japan,MF,20,42,0,0,83,3,6,0,8.7
PR1064,M034,P1064,Player_1064,Japan,DF,21,92,1,0,77,6,0,0,4.6
PR1065,M034,P1065,Player_1065,Japan,DF,21,61,0,0,63,7,0,0,6.2
PR1066,M034,P1066,Player_1066,Japan,MF,35,72,0,0,83,6,6,0,5.6
PR1067,M034,P1067,Player_1067,Japan,MF,30,57,0,0,94,7,5,0,9.8
PR1068,M034,P1068,Player_1068,Japan,FW,21,65,0,0,58,7,5,0,6.7
PR1069,M034,P1069,Player_1069,Japan,FW,33,111,0,0,83,1,5,0,5.3
PR1070,M034,P1070,Player_1070,Japan,MF,40,21,0,0,85,5,0,0,7.6
PR1071,M034,P1071,Player_1071,Japan,DF,20,48,0,0,86,4,0,0,7.1
PR1072,M034,P1072,Player_1072,Japan,DF,26,48,0,0,69,4,3,0,4.2
PR1073,M034,P1073,Player_1073,Ukraine,DF,35,54,0,0,53,4,2,0,5.3
PR1074,M034,P1074,Player_1074,Ukraine,FW,32,1,0,0,57,8,2,0,4.4
PR1075,M034,P1075,Player_1075,Ukraine,GK,32,74,0,0,69,7,2,6,6.9
PR1076,M034,P1076,Player_1076,Ukraine,MF,36,17,0,0,98,2,4,0,7.8
PR1077,M034,P1077,Player_1077,Ukraine,MF,38,58,0,0,59,5,0,0,8.8
PR1078,M034,P1078,Player_1078,Ukraine,MF,30,50,0,0,64,6,2,0,7.2
PR1079,M034,P1079,Player_1079,Ukraine,FW,31,95,0,0,67,1,6,0,5.0
PR1080,M034,P1080,Player_1080,Ukraine,GK,37,102,0,0,95,4,4,10,4.7
PR1081,M034,P1081,Player_1081,Ukraine,MF,23,80,0,0,84,0,4,0,7.1
PR1082,M034,P1082,Player_1082,Ukraine,MF,33,115,0,0,51,1,5,0,9.6
PR1083,M034,P1083,Player_1083,Ukraine,DF,17,36,0,0,63,3,6,0,8.2
PR1084,M034,P1084,Player_1084,Ukraine,FW,31,11,0,1,84,5,3,0,7.5
PR1085,M034,P1085,Player_1085,Ukraine,MF,17,44,0,0,77,2,3,0,4.1
PR1086,M034,P1086,Player_1086,Ukraine,MF,29,33,0,0,55,1,0,0,7.3
PR1087,M034,P1087,Player_1087,Ukraine,DF,22,33,0,0,55,2,2,0,9.7
PR1088,M034,P1088,Player_1088,Ukraine,MF,18,79,0,0,70,2,0,0,8.3
PR1089,M035,P1089,Player_1089,Canada,DF,20,41,0,0,59,6,2,0,5.5
PR1090,M035,P1090,Player_1090,Canada,FW,20,7,0,0,62,3,6,0,7.6
PR1091,M035,P1091,Player_1091,Canada,DF,33,97,0,0,82,6,0,0,5.6
PR1092,M035,P1092,Player_1092,Canada,DF,34,53,0,0,54,7,0,0,6.4
PR1093,M035,P1093,Player_1093,Canada,DF,17,35,0,0,85,1,1,0,8.6
PR1094,M035,P1094,Player_1094,Canada,MF,21,39,0,0,86,6,3,0,4.5
PR1095,M035,P1095,Player_1095,Canada,MF,23,101,0,0,59,5,4,0,9.9
PR1096,M035,P1096,Player_1096,Canada,MF,34,55,0,0,85,7,0,0,4.0
PR1097,M035,P1097,Player_1097,Canada,MF,36,38,0,0,91,2,0,0,4.4
PR1098,M035,P1098,Player_1098,Canada,FW,25,77,0,0,66,6,2,0,9.1
PR1099,M035,P1099,Player_1099,Canada,DF,33,37,0,0,52,2,5,0,7.2
PR1100,M035,P1100,Player_1100,Canada,GK,19,51,0,0,94,1,6,2,8.4
PR1101,M035,P1101,Player_1101,Canada,FW,30,27,0,0,89,8,6,0,5.9
PR1102,M035,P1102,Player_1102,Canada,MF,27,82,0,0,66,7,2,0,5.5
PR1103,M035,P1103,Player_1103,Canada,FW,27,27,0,0,79,5,0,0,9.5
PR1104,M035,P1104,Player_1104,Canada,DF,17,78,0,0,80,0,0,0,8.0
PR1105,M035,P1105,Player_1105,Uruguay,DF,39,91,0,0,81,6,4,0,4.5
PR1106,M035,P1106,Player_1106,Uruguay,FW,37,10,0,0,84,0,6,0,8.9
PR1107,M035,P1107,Player_1107,Uruguay,DF,20,46,0,0,74,5,3,0,5.1
PR1108,M035,P1108,Player_1108,Uruguay,MF,39,2,0,0,57,7,2,0,9.6
PR1109,M035,P1109,Player_1109,Uruguay,DF,24,96,0,0,51,4,5,0,9.5
PR1110,M035,P1110,Player_1110,Uruguay,DF,19,105,0,0,89,4,6,0,8.3
PR1111,M035,P1111,Player_1111,Uruguay,DF,32,47,0,0,52,4,3,0,9.4
PR1112,M035,P1112,Player_1112,Uruguay,MF,23,1,0,0,62,6,0,0,9.2
PR1113,M035,P1113,Player_1113,Uruguay,MF,32,22,1,0,85,3,5,0,8.4
PR1114,M035,P1114,Player_1114,Uruguay,MF,36,73,0,0,61,1,4,0,4.8
PR1115,M035,P1115,Player_1115,Uruguay,GK,25,120,0,0,86,3,4,4,5.2
PR1116,M035,P1116,Player_1116,Uruguay,MF,39,87,0,1,84,4,5,0,7.4
PR1117,M035,P1117,Player_1117,Uruguay,DF,30,83,0,0,93,0,6,0,9.6
PR1118,M035,P1118,Player_1118,Uruguay,DF,30,36,0,0,57,8,3,0,7.0
PR1119,M035,P1119,Player_1119,Uruguay,MF,18,114,0,0,96,3,0,0,5.7
PR1120,M035,P1120,Player_1120,Uruguay,DF,31,41,0,0,50,6,1,0,6.0
PR1121,M036,P1121,Player_1121,Sweden,FW,17,95,0,0,64,6,0,0,9.5
PR1122,M036,P1122,Player_1122,Sweden,DF,27,40,0,0,54,1,0,0,6.9
PR1123,M036,P1123,Player_1123,Sweden,MF,35,103,0,0,90,5,6,0,5.5
PR1124,M036,P1124,Player_1124,Sweden,DF,24,44,0,0,53,5,4,0,8.8
PR1125,M036,P1125,Player_1125,Sweden,FW,36,80,0,0,78,1,5,0,6.7
PR1126,M036,P1126,Player_1126,Sweden,DF,18,118,0,0,52,6,2,0,9.3
PR1127,M036,P1127,Player_1127,Sweden,MF,21,8,0,0,78,0,2,0,7.7
PR1128,M036,P1128,Player_1128,Sweden,DF,20,87,0,0,53,8,0,0,5.8
PR1129,M036,P1129,Player_1129,Sweden,DF,20,80,0,0,98,6,1,0,9.2
PR1130,M036,P1130,Player_1130,Sweden,MF,36,2,0,0,79,6,3,0,8.8
PR1131,M036,P1131,Player_1131,Sweden,FW,36,13,0,0,71,0,3,0,7.1
PR1132,M036,P1132,Player_1132,Sweden,MF,20,14,0,0,50,1,4,0,8.7
PR1133,M036,P1133,Player_1133,Sweden,DF,35,17,0,0,90,8,2,0,6.1
PR1134,M036,P1134,Player_1134,Sweden,MF,36,57,0,0,61,3,1,0,8.8
PR1135,M036,P1135,Player_1135,Sweden,GK,26,75,0,0,77,8,5,5,5.9
PR1136,M036,P1136,Player_1136,Sweden,FW,21,19,0,0,80,4,4,0,6.1
PR1137,M036,P1137,Player_1137,Iran,DF,17,67,0,0,87,2,0,0,5.4
PR1138,M036,P1138,Player_1138,Iran,FW,34,110,0,0,53,6,2,0,5.2
PR1139,M036,P1139,Player_1139,Iran,DF,23,101,0,0,54,5,1,0,8.0
PR1140,M036,P1140,Player_1140,Iran,MF,31,77,0,0,94,5,6,0,7.5
PR1141,M036,P1141,Player_1141,Iran,FW,36,39,0,0,76,5,1,0,4.6
PR1142,M036,P1142,Player_1142,Iran,FW,18,64,0,0,64,0,5,0,5.3
PR1143,M036,P1143,Player_1143,Iran,DF,36,28,0,0,65,7,5,0,8.6
PR1144,M036,P1144,Player_1144,Iran,MF,40,49,0,0,63,6,1,0,9.0
PR1145,M036,P1145,Player_1145,Iran,GK,17,10,0,0,72,0,4,1,4.9
PR1146,M036,P1146,Player_1146,Iran,DF,37,75,0,0,98,5,0,0,9.9
PR1147,M036,P1147,Player_1147,Iran,DF,26,23,0,0,64,4,5,0,5.0
PR1148,M036,P1148,Player_1148,Iran,FW,24,23,1,0,62,0,1,0,9.1
PR1149,M036,P1149,Player_1149,Iran,FW,17,107,0,0,93,2,3,0,7.9
PR1150,M036,P1150,Player_1150,Iran,FW,27,120,0,0,63,4,3,0,5.4
PR1151,M036,P1151,Player_1151,Iran,MF,38,22,0,0,83,6,5,0,4.4
PR1152,M036,P1152,Player_1152,Iran,DF,21,102,0,0,62,3,4,0,6.3
PR1153,M037,P1153,Player_1153,Qatar,DF,36,55,0,0,90,3,0,0,8.6
PR1154,M037,P1154,Player_1154,Qatar,MF,34,38,0,0,59,5,1,0,4.3
PR1155,M037,P1155,Player_1155,Qatar,MF,21,109,0,0,82,7,1,0,8.4
PR1156,M037,P1156,Player_1156,Qatar,MF,38,79,0,0,54,2,4,0,6.3
PR1157,M037,P1157,Player_1157,Qatar,FW,33,48,0,0,81,8,3,0,5.1
